floy_id,species,mussel_id,X4.28.2017,X4.29.2017,X4.30.2017,X8.1.2017,X8.2.2017,X8.3.2017,X11.10.2017,X11.11.2017,X11.12.2017,X4.20.2018,X4.21.2018,X4.22.2018,X8.10.2018,X8.11.2018,X8.12.2018
Y340,QUPE,Y340-QUPE,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0
Y341,QUPE,Y341-QUPE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Y342,QUPE,Y342-QUPE,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Y343,QUPE,Y343-QUPE,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y344,QUPE,Y344-QUPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y345,QUPE,Y345-QUPE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Y346,QUPE,Y346-QUPE,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Y347,QUPE,Y347-QUPE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Y348,QUPE,Y348-QUPE,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Y349,QUPE,Y349-QUPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y350,QUHO,Y350-QUHO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Y351,QUHO,Y351-QUHO,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Y352,QUHO,Y352-QUHO,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y353,QUHO,Y353-QUHO,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Y354,QUHO,Y354-QUHO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Y356,QUHO,Y356-QUHO,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Y357,QUHO,Y357-QUHO,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y358,QUHO,Y358-QUHO,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y359,QUHO,Y359-QUHO,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Y360,QUHO,Y360-QUHO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Y361,QUHO,Y361-QUHO,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Y362,QUHO,Y362-QUHO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Y363,QUHO,Y363-QUHO,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Y364,QUHO,Y364-QUHO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y365,QUPE,Y365-QUPE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Y366,QUPE,Y366-QUPE,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Y367,QUPE,Y367-QUPE,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Y368,QUPE,Y368-QUPE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Y369,QUPE,Y369-QUPE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Y370,QUPE,Y370-QUPE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Y371,QUPE,Y371-QUPE,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Y372,QUPE,Y372-QUPE,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0
Y373,QUPE,Y373-QUPE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Y374,QUPE,Y374-QUPE,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Y375,QUPE,Y375-QUPE,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Y376,QUPE,Y376-QUPE,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Y662,QUPE,Y662-QUPE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Y663,QUPE,Y663-QUPE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Y664,QUPE,Y664-QUPE,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Y665,QUPE,Y665-QUPE,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Y666,QUPE,Y666-QUPE,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Y668,QUPE,Y668-QUPE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Y669,QUPE,Y669-QUPE,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Y670,QUPE,Y670-QUPE,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Y671,QUHO,Y671-QUHO,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Y672,QUHO,Y672-QUHO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Y673,QUHO,Y673-QUHO,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Y674,QUHO,Y674-QUHO,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
